"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",1.1337,0.0107,0.0108,0.2195,0.4316,0.5,0.5,0,0.9505,16,16
"linear_unadjusted",1.3618,0.0103,0.0104,-1e-04,0.3173,0.5,0.7036,0.2036,0,16,0
"stepwise",1.1339,0.0106,0.0109,0.213,0.4315,0.5,0.5008,8e-04,0.948,16,14.3675
"stepwise_X",1.1405,0.0107,0.0108,0.2194,0.4282,0.5,0.5006,6e-04,0.9495,16,14.68
"two_step_lasso",1.1337,0.0107,0.0108,0.2191,0.4316,0.5,0.4999,-1e-04,0.95,16,15.8915
"two_step_lasso_X",1.1342,0.0107,0.0108,0.2195,0.4314,0.5,0.4999,-1e-04,0.9505,16,15.9115
"two_step_lasso_union",1.1337,0.0107,0.0108,0.2195,0.4316,0.5,0.5,0,0.9505,16,15.9985
