"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",1.1249,0.0106,0.0107,0.2158,0.4313,0.5,0.5,0,0.944,32,32
"linear_unadjusted",1.346,0.0103,0.0105,-1e-04,0.3195,0.5,0.7051,0.2051,0,32,0
"stepwise",1.1255,0.0106,0.0108,0.2046,0.431,0.5,0.5016,0.0016,0.939,32,23.1955
"stepwise_X",1.1383,0.0107,0.0108,0.2154,0.4245,0.5,0.5015,0.0015,0.941,32,23.6735
"two_step_lasso",1.1249,0.0106,0.0107,0.2136,0.4313,0.5,0.4998,-2e-04,0.9445,32,29.9325
"two_step_lasso_X",1.1274,0.0107,0.0107,0.2158,0.43,0.5,0.4998,-2e-04,0.944,32,30.155
"two_step_lasso_union",1.1249,0.0106,0.0107,0.2158,0.4313,0.5,0.5,0,0.944,32,31.862
