"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",0.8407,0.0092,0.0094,0.095,0.3622,0.5,0.5002,2e-04,0.946,32,32
"linear_unadjusted",0.9363,0.0092,0.0093,-1e-04,0.2897,0.5,0.5889,0.0889,0,32,0
"stepwise",0.8412,0.0092,0.0095,0.0878,0.3618,0.5,0.5011,0.0011,0.937,32,20.934
"stepwise_X",0.849,0.0092,0.0095,0.0944,0.3559,0.5,0.5012,0.0012,0.9415,32,20.4095
"two_step_lasso",0.8408,0.0092,0.0094,0.0931,0.3622,0.5,0.5,0,0.9445,32,28.573
"two_step_lasso_X",0.843,0.0092,0.0094,0.0949,0.3604,0.5,0.4999,-1e-04,0.9445,32,28.12
"two_step_lasso_union",0.8407,0.0092,0.0094,0.095,0.3622,0.5,0.5002,2e-04,0.946,32,31.5875
