"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",5.01,0.0477,0.0485,NA,NA,0.15,0.171,0.0207,0.924,32,24
"linear_unadjusted",4.75,0.0465,0.0472,NA,NA,0.15,0.265,0.115,0.298,32,0
"stepwise",5,0.0475,0.0485,NA,NA,0.15,0.175,0.0253,0.912,32,16.9
"stepwise_X",4.94,0.0475,0.0482,NA,NA,0.15,0.174,0.0241,0.914,32,16.9
"two_step_lasso",5.01,0.0477,0.0485,NA,NA,0.15,0.171,0.0205,0.924,32,22.4
"two_step_lasso_X",4.99,0.0477,0.0485,NA,NA,0.15,0.17,0.0203,0.928,32,22.5
"two_step_lasso_union",5.01,0.0477,0.0485,NA,NA,0.15,0.171,0.0207,0.924,32,23.9
