"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",1.2651,0.011,0.011,0.158,0.3772,0.5,0.5591,0.0591,5e-04,128,96
"linear_unadjusted",1.4183,0.0107,0.0105,-1e-04,0.3018,0.5,0.7002,0.2002,0,128,0
"stepwise",1.2653,0.011,0.0111,0.1561,0.3771,0.5,0.5598,0.0598,5e-04,128,94.7685
"stepwise_X",1.2655,0.011,0.011,0.158,0.377,0.5,0.5592,0.0592,5e-04,128,95.792
"two_step_lasso",1.2651,0.011,0.011,0.158,0.3772,0.5,0.5591,0.0591,5e-04,128,95.996
"two_step_lasso_X",1.2651,0.011,0.011,0.158,0.3772,0.5,0.5591,0.0591,5e-04,128,96
"two_step_lasso_union",1.2651,0.011,0.011,0.158,0.3772,0.5,0.5591,0.0591,5e-04,128,96
