"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",1.2169,0.0111,0.011,0.2014,0.401,0.5,0.5003,3e-04,0.9475,16,16
"linear_unadjusted",1.4186,0.0107,0.0108,-1e-04,0.3018,0.5,0.7002,0.2002,0,16,0
"stepwise",1.2169,0.0111,0.011,0.2014,0.401,0.5,0.5003,3e-04,0.9475,16,16
"stepwise_X",1.2169,0.0111,0.011,0.2014,0.401,0.5,0.5003,3e-04,0.9475,16,16
"two_step_lasso",1.2169,0.0111,0.011,0.2014,0.401,0.5,0.5003,3e-04,0.9475,16,16
"two_step_lasso_X",1.2169,0.0111,0.011,0.2014,0.401,0.5,0.5003,3e-04,0.9475,16,16
"two_step_lasso_union",1.2169,0.0111,0.011,0.2014,0.401,0.5,0.5003,3e-04,0.9475,16,16
