"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",1.2109,0.0111,0.0111,0.2052,0.4037,0.5,0.4999,-1e-04,0.947,64,64
"linear_unadjusted",1.4186,0.0107,0.0108,-1e-04,0.3015,0.5,0.6999,0.1999,0,64,0
"stepwise",1.2128,0.011,0.0112,0.1953,0.4028,0.5,0.5029,0.0029,0.933,64,37.8525
"stepwise_X",1.2217,0.0111,0.0111,0.2041,0.3984,0.5,0.5025,0.0025,0.9405,64,40.9385
"two_step_lasso",1.2111,0.0111,0.0111,0.2036,0.4036,0.5,0.4995,-5e-04,0.9475,64,58.115
"two_step_lasso_X",1.2125,0.0111,0.0111,0.2052,0.4029,0.5,0.4996,-4e-04,0.9475,64,59.6625
"two_step_lasso_union",1.2109,0.0111,0.0111,0.2052,0.4037,0.5,0.4999,-1e-04,0.9475,64,63.6145
