"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",0.8538,0.0092,0.0091,0.0888,0.3559,0.5,0.5063,0.0063,0.8945,16,12
"linear_unadjusted",0.943,0.0092,0.009,-1e-04,0.2887,0.5,0.5887,0.0887,0,16,0
"stepwise",0.8539,0.0092,0.0091,0.0868,0.3559,0.5,0.5066,0.0066,0.8875,16,11.1945
"stepwise_X",0.8566,0.0092,0.0091,0.0887,0.3539,0.5,0.5067,0.0067,0.885,16,11.004
"two_step_lasso",0.8538,0.0092,0.0091,0.0887,0.3559,0.5,0.5063,0.0063,0.8945,16,11.9605
"two_step_lasso_X",0.854,0.0092,0.0091,0.0888,0.3558,0.5,0.5063,0.0063,0.8945,16,11.9285
"two_step_lasso_union",0.8538,0.0092,0.0091,0.0888,0.3559,0.5,0.5063,0.0063,0.8945,16,12
