"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",0.8399,0.0092,0.0091,0.0928,0.3607,0.5,0.502,0.002,0.9505,64,48
"linear_unadjusted",0.9325,0.0092,0.0091,-1e-04,0.2902,0.5,0.5888,0.0888,0,64,0
"stepwise",0.8409,0.0092,0.0091,0.0852,0.3599,0.5,0.5033,0.0033,0.942,64,26.8425
"stepwise_X",0.8486,0.0092,0.0091,0.0916,0.354,0.5,0.5035,0.0035,0.945,64,25.3675
"two_step_lasso",0.8401,0.0092,0.0091,0.0909,0.3605,0.5,0.5017,0.0017,0.9485,64,41.2165
"two_step_lasso_X",0.8422,0.0092,0.0091,0.0925,0.3589,0.5,0.5016,0.0016,0.95,64,40.1165
"two_step_lasso_union",0.8399,0.0092,0.0091,0.0927,0.3606,0.5,0.502,0.002,0.9505,64,46.8545
