"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",1.2149,0.0111,0.0112,0.2023,0.4016,0.5,0.4996,-4e-04,0.952,32,32
"linear_unadjusted",1.4188,0.0107,0.0107,-1e-04,0.3012,0.5,0.6995,0.1995,0,32,0
"stepwise",1.2149,0.0111,0.0112,0.2023,0.4016,0.5,0.4996,-4e-04,0.952,32,32
"stepwise_X",1.2149,0.0111,0.0112,0.2023,0.4016,0.5,0.4996,-4e-04,0.952,32,32
"two_step_lasso",1.2149,0.0111,0.0112,0.2023,0.4016,0.5,0.4996,-4e-04,0.952,32,32
"two_step_lasso_X",1.2149,0.0111,0.0112,0.2023,0.4016,0.5,0.4996,-4e-04,0.952,32,32
"two_step_lasso_union",1.2149,0.0111,0.0112,0.2023,0.4016,0.5,0.4996,-4e-04,0.952,32,32
