"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",1.2739,0.011,0.0107,0.1517,0.3723,0.5,0.5587,0.0587,0,32,24
"linear_unadjusted",1.4179,0.0107,0.0105,-1e-04,0.3014,0.5,0.6996,0.1996,0,32,0
"stepwise",1.2739,0.011,0.0107,0.1517,0.3723,0.5,0.5587,0.0587,0,32,24
"stepwise_X",1.2739,0.011,0.0107,0.1517,0.3723,0.5,0.5587,0.0587,0,32,24
"two_step_lasso",1.2739,0.011,0.0107,0.1517,0.3723,0.5,0.5587,0.0587,0,32,24
"two_step_lasso_X",1.2739,0.011,0.0107,0.1517,0.3723,0.5,0.5587,0.0587,0,32,24
"two_step_lasso_union",1.2739,0.011,0.0107,0.1517,0.3723,0.5,0.5587,0.0587,0,32,24
