"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",1.1169,0.0106,0.0108,0.215,0.4323,0.5,0.5005,5e-04,0.944,64,64
"linear_unadjusted",1.3364,0.0103,0.0105,-1e-04,0.3208,0.5,0.7062,0.2062,0,64,0
"stepwise",1.1187,0.0105,0.0108,0.2022,0.4314,0.5,0.5026,0.0026,0.9325,64,36.569
"stepwise_X",1.1325,0.0107,0.0108,0.2138,0.4244,0.5,0.5024,0.0024,0.9405,64,37.7315
"two_step_lasso",1.1174,0.0106,0.0107,0.2113,0.4321,0.5,0.4997,-3e-04,0.9495,64,53.89
"two_step_lasso_X",1.1215,0.0107,0.0108,0.2147,0.43,0.5,0.4998,-2e-04,0.946,64,54.454
"two_step_lasso_union",1.117,0.0106,0.0108,0.215,0.4323,0.5,0.5005,5e-04,0.9435,64,62.492
