"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",1.2167,0.011,0.0115,0.2015,0.401,0.5,0.4997,-3e-04,0.943,16,16
"linear_unadjusted",1.4187,0.0107,0.011,-1e-04,0.3015,0.5,0.6998,0.1998,0,16,0
"stepwise",1.2167,0.011,0.0115,0.2015,0.401,0.5,0.4997,-3e-04,0.943,16,15.9985
"stepwise_X",1.2167,0.011,0.0115,0.2015,0.401,0.5,0.4997,-3e-04,0.943,16,15.999
"two_step_lasso",1.2167,0.011,0.0115,0.2015,0.401,0.5,0.4997,-3e-04,0.943,16,16
"two_step_lasso_X",1.2167,0.011,0.0115,0.2015,0.401,0.5,0.4997,-3e-04,0.943,16,16
"two_step_lasso_union",1.2167,0.011,0.0115,0.2015,0.401,0.5,0.4997,-3e-04,0.943,16,16
