"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",1.2757,0.011,0.0113,0.1509,0.372,0.5,0.5589,0.0589,5e-04,16,12
"linear_unadjusted",1.4185,0.0107,0.0109,-1e-04,0.3016,0.5,0.7001,0.2001,0,16,0
"stepwise",1.2757,0.011,0.0113,0.1509,0.372,0.5,0.5589,0.0589,5e-04,16,12
"stepwise_X",1.2757,0.011,0.0113,0.1509,0.372,0.5,0.5589,0.0589,5e-04,16,12
"two_step_lasso",1.2757,0.011,0.0113,0.1509,0.372,0.5,0.5589,0.0589,5e-04,16,12
"two_step_lasso_X",1.2757,0.011,0.0113,0.1509,0.372,0.5,0.5589,0.0589,5e-04,16,12
"two_step_lasso_union",1.2757,0.011,0.0113,0.1509,0.372,0.5,0.5589,0.0589,5e-04,16,12
