"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",5.07,0.048,0.0475,NA,NA,0.15,0.15,-0.000483,0.948,32,32
"linear_unadjusted",4.75,0.0465,0.0454,NA,NA,0.15,0.264,0.114,0.31,32,0
"stepwise",5.07,0.0478,0.0476,NA,NA,0.15,0.155,0.00497,0.948,32,21.2
"stepwise_X",4.98,0.0478,0.0471,NA,NA,0.15,0.154,0.0036,0.952,32,21.2
"two_step_lasso",5.07,0.048,0.0475,NA,NA,0.15,0.149,-0.000771,0.948,32,29.1
"two_step_lasso_X",5.05,0.048,0.0474,NA,NA,0.15,0.149,-0.00111,0.948,32,29.1
"two_step_lasso_union",5.07,0.048,0.0475,NA,NA,0.15,0.15,-0.000482,0.948,32,31.7
