"","pred_mse","model_SE","emp_SE","r_squared_X","r_squared_Y","causal_true_value","causal_estimate","causal_bias","causal_coverage","open_paths","blocked_paths"
"linear",1.1547,0.0106,0.011,0.2029,0.4209,0.5,0.5157,0.0157,0.6875,16,12
"linear_unadjusted",1.3611,0.0103,0.0106,-1e-04,0.3174,0.5,0.7033,0.2033,0,16,0
"stepwise",1.1547,0.0106,0.011,0.2021,0.4209,0.5,0.5158,0.0158,0.6835,16,11.8695
"stepwise_X",1.155,0.0107,0.011,0.2029,0.4207,0.5,0.5158,0.0158,0.6875,16,11.9455
"two_step_lasso",1.1547,0.0106,0.011,0.2029,0.4209,0.5,0.5157,0.0157,0.6875,16,11.9985
"two_step_lasso_X",1.1547,0.0106,0.011,0.2029,0.4209,0.5,0.5157,0.0157,0.6875,16,11.9995
"two_step_lasso_union",1.1547,0.0106,0.011,0.2029,0.4209,0.5,0.5157,0.0157,0.6875,16,12
