"measured_confounders","unmeasured_confounders","true_coefficients","lasso_mean_coef","lasso_emp_se","lasso_model_se","lasso_X_mean_coef","lasso_X_emp_se","lasso_X_model_se","lasso_union_mean_coef","lasso_union_emp_se","lasso_union_model_se"
16,0,0.5,0.4997,0.0115,0.011,0.4997,0.0115,0.011,0.4997,0.0115,0.011
12,4,0.5,0.5155,0.011,0.011,0.5155,0.011,0.011,0.5155,0.011,0.011
32,0,0.5,0.5004,0.0112,0.0111,0.5004,0.0112,0.0111,0.5004,0.0112,0.0111
24,8,0.5,0.5089,0.0112,0.011,0.5089,0.0112,0.011,0.5089,0.0112,0.011
64,0,0.5,0.4995,0.0111,0.0111,0.4996,0.0111,0.0111,0.4999,0.0111,0.0111
48,16,0.5,0.5048,0.0111,0.0111,0.5048,0.0111,0.0111,0.5049,0.0111,0.0111
