"measured_confounders","unmeasured_confounders","true_coefficients","lasso_mean_coef","lasso_emp_se","lasso_model_se","lasso_X_mean_coef","lasso_X_emp_se","lasso_X_model_se","lasso_union_mean_coef","lasso_union_emp_se","lasso_union_model_se"
16,0,0.15,0.148,0.0595,0.0591,0.148,0.0595,0.0591,0.148,0.0595,0.0591
12,4,0.15,0.185,0.0589,0.0586,0.185,0.059,0.0586,0.185,0.059,0.0586
32,0,0.15,0.147,0.0594,0.0591,0.147,0.0594,0.059,0.149,0.0595,0.0591
24,8,0.15,0.169,0.0612,0.0588,0.168,0.0612,0.0588,0.169,0.0612,0.0588
